policy_number,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,has_umbrella_coverage,total_premiums_paid,Contract Years,insured_sex,insured_education_level,insured_occupation,insured_hobbies,hobby_risk_level,insured_relationship,months_as_customer,customer_category,capital-gains,capital-loss,insured_zip,age_category,incident_date,days_until_incident,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,incident_time_of_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,authorities_contacted,total_claim_amount,injury_claim,property_claim,vehicle_claim,per_person_limit,per_event_limit,auto_make,auto_model,auto_year,fraud_reported_mapped,fraud_reported
920826,34.0,2005-04-07,Indiana,250/500,2000.0,1586.41,0,False,1983.01,1,FEMALE,High School,sales,video-games,Low Risk,other-relative,15,New Client,33500.0,-58900,608708,Middle Aged,2015-01-20,3575,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,7223 Embaracadero St,10,Morning,1,YES,1,3,Unknown,Police,75570.0,6870.0,13740.0,54960,250,500,BMW,X5,2010,1,Y
534982,48.0,2003-04-08,Illinois,500/1000,2000.0,1526.11,5000000,True,45020.24,30,FEMALE,Masters,sales,exercise,Medium Risk,unmarried,354,Long-Term Client,0.0,0,469650,Middle Aged,2015-01-03,4288,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,8081 Flute Ridge,12,Afternoon,1,Unknown,2,3,YES,Police,90240.0,15040.0,15040.0,60160,500,1000,Chevrolet,Malibu,1995,0,N
110408,53.0,2005-11-14,Indiana,100/300,1000.0,1028.44,0,False,29310.54,28,FEMALE,College,prof-specialty,dancing,Medium Risk,not-in-family,342,Long-Term Client,0.0,0,602304,Middle Aged,2015-01-26,3360,Single Vehicle Collision,Front Collision,Major Damage,SC,Springfield,8618 Texas Lane,12,Afternoon,1,Unknown,0,0,NO,Ambulance,80960.0,14720.0,7360.0,58880,100,300,Accura,MDX,2000,0,N
283052,38.0,2005-01-07,Illinois,100/300,1000.0,1555.94,0,False,21912.82,14,MALE,PhD,craft-repair,skydiving,High Risk,own-child,169,Long-Term Client,23300.0,0,459878,Middle Aged,2015-01-25,3670,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,3508 Washington St,12,Afternoon,3,NO,1,3,YES,Other,79080.0,6590.0,13180.0,59310,100,300,Mercedes,C300,2012,0,N
840806,49.0,1994-02-14,Indiana,500/1000,2000.0,1570.77,0,False,44374.25,28,MALE,JD,adm-clerical,paintball,High Risk,not-in-family,339,Long-Term Client,98800.0,-65300,441142,Middle Aged,2015-01-18,7643,Vehicle Theft,Unknown,Minor Damage,SC,Columbus,2193 4th Ridge,13,Afternoon,1,NO,0,3,NO,None,6820.0,1240.0,620.0,4960,500,1000,Mercedes,ML350,2009,0,N
382394,42.0,1996-01-23,Ohio,100/300,2000.0,1170.53,0,False,25263.94,22,FEMALE,PhD,armed-forces,sleeping,Low Risk,wife,259,Long-Term Client,65000.0,-49200,465667,Middle Aged,2015-01-12,6929,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,8897 Sky St,17,Afternoon,3,NO,1,2,YES,Fire,62590.0,5690.0,11380.0,45520,100,300,Nissan,Pathfinder,2006,0,N
876699,23.0,1999-12-12,Ohio,250/500,1000.0,1099.95,0,False,5958.06,5,FEMALE,College,sales,dancing,Medium Risk,wife,65,Established Client,0.0,-71900,473109,Young Adult,2015-01-15,5513,Single Vehicle Collision,Side Collision,Major Damage,NY,Arlington,9611 Pine Ridge,14,Afternoon,1,NO,1,0,YES,Other,52400.0,6550.0,6550.0,39300,250,500,Accura,MDX,2005,1,Y
871432,46.0,2004-07-15,Illinois,250/500,2000.0,1472.43,0,False,31166.44,21,MALE,MD,tech-support,basketball,Medium Risk,husband,254,Long-Term Client,0.0,-90600,619794,Middle Aged,2015-01-10,3831,Multi-vehicle Collision,Front Collision,Major Damage,WV,Arlington,7825 1st Ridge,3,Late Night,3,Unknown,1,3,YES,Ambulance,63580.0,5780.0,11560.0,46240,250,500,Volkswagen,Jetta,2004,0,N
379882,55.0,2012-11-07,Illinois,250/500,500.0,1275.62,0,False,46772.73,37,FEMALE,Associate,priv-house-serv,reading,Low Risk,other-relative,440,Long-Term Client,0.0,-56200,602258,Middle Aged,2015-01-23,807,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,3039 Oak Hwy,18,Evening,3,YES,2,1,NO,Police,61400.0,6140.0,6140.0,49120,250,500,Nissan,Ultima,1995,0,N
852002,63.0,2009-06-29,Illinois,250/500,1000.0,1292.3,0,False,51476.62,40,MALE,High School,adm-clerical,paintball,High Risk,own-child,478,Long-Term Client,47600.0,0,479724,Elderly,2015-02-21,2063,Parked Car,Unknown,Minor Damage,VA,Northbend,8204 Pine Lane,5,Late Night,1,YES,1,3,NO,None,4700.0,940.0,470.0,3290,250,500,Dodge,Neon,2007,1,Y
372891,44.0,2000-06-26,Indiana,250/500,2000.0,1009.37,0,False,19346.26,19,FEMALE,College,prof-specialty,hiking,Low Risk,other-relative,230,Long-Term Client,45400.0,-39400,442210,Middle Aged,2015-02-17,5349,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,9787 Andromedia Ave,19,Evening,1,NO,0,2,YES,Fire,74140.0,13480.0,13480.0,47180,250,500,BMW,X5,2015,0,N
689034,30.0,2002-01-09,Ohio,500/1000,500.0,1093.07,4000000,True,12570.3,12,FEMALE,PhD,other-service,reading,Low Risk,wife,138,Established Client,27700.0,-72400,463291,Young Adult,2015-01-06,4745,Single Vehicle Collision,Front Collision,Major Damage,VA,Hillsdale,9633 Rock Hwy,0,Late Night,1,Unknown,2,2,NO,Other,83160.0,6930.0,13860.0,62370,500,1000,Volkswagen,Jetta,2011,0,N
743092,41.0,2013-11-11,Ohio,250/500,1000.0,1325.44,7000000,True,26398.35,20,FEMALE,JD,farming-fishing,paintball,High Risk,other-relative,239,Long-Term Client,51400.0,-6300,474898,Middle Aged,2015-02-18,464,Parked Car,Unknown,Trivial Damage,NC,Arlington,6303 1st Drive,22,Evening,1,Unknown,0,2,YES,Police,10790.0,1660.0,830.0,8300,250,500,Mercedes,E400,2013,0,N
599174,31.0,2008-01-14,Illinois,100/300,2000.0,1017.18,0,False,7883.14,8,FEMALE,MD,prof-specialty,paintball,High Risk,husband,93,Established Client,0.0,0,431354,Middle Aged,2015-02-17,2591,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Arlington,2014 Rock Ave,21,Evening,3,YES,1,3,NO,Police,48070.0,8740.0,8740.0,30590,100,300,Saab,92x,2014,0,N
421092,25.0,2003-03-04,Ohio,100/300,1000.0,1221.17,0,False,3765.27,3,FEMALE,Masters,protective-serv,golf,Low Risk,not-in-family,37,Established Client,49300.0,0,617460,Young Adult,2015-01-24,4344,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,8983 Tree St,4,Late Night,3,YES,0,0,YES,Ambulance,51030.0,5670.0,11340.0,34020,100,300,Suburu,Impreza,1996,0,N
349658,40.0,1994-06-07,Indiana,100/300,500.0,1927.87,0,False,40806.58,21,MALE,MD,prof-specialty,yachting,Low Risk,husband,254,Long-Term Client,0.0,0,609317,Middle Aged,2015-01-21,7533,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,6260 5th Lane,10,Morning,1,YES,0,1,Unknown,Fire,43280.0,0.0,5410.0,37870,100,300,Honda,Civic,1996,1,Y
811042,29.0,2013-07-04,Indiana,250/500,1000.0,978.27,0,False,10679.45,11,FEMALE,Associate,sales,paintball,High Risk,own-child,131,Established Client,65700.0,0,479821,Young Adult,2015-02-03,579,Single Vehicle Collision,Front Collision,Major Damage,SC,Hillsdale,2725 Britain Ridge,5,Late Night,1,Unknown,1,3,NO,Fire,76400.0,15280.0,7640.0,53480,250,500,Suburu,Forrestor,2003,0,N
505316,43.0,2002-06-30,Indiana,100/300,2000.0,1221.14,0,False,23405.18,19,MALE,MD,prof-specialty,board-games,Low Risk,wife,230,Long-Term Client,48100.0,0,473394,Middle Aged,2015-01-07,4574,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,3089 Oak Ridge,13,Afternoon,1,Unknown,0,2,Unknown,Ambulance,75460.0,13720.0,13720.0,48020,100,300,Audi,A5,2002,0,N
116645,50.0,2004-06-30,Ohio,100/300,2000.0,1255.62,0,False,32750.75,26,MALE,MD,armed-forces,polo,Medium Risk,unmarried,313,Long-Term Client,0.0,0,603882,Middle Aged,2015-02-02,3869,Multi-vehicle Collision,Side Collision,Major Damage,OH,Northbrook,6206 3rd Ridge,18,Evening,3,YES,2,1,YES,Other,69000.0,13800.0,6900.0,48300,100,300,Ford,F150,1995,1,Y
950880,38.0,1998-12-19,Indiana,250/500,500.0,999.52,0,False,17491.6,18,MALE,JD,tech-support,golf,Low Risk,other-relative,210,Long-Term Client,0.0,0,615229,Middle Aged,2015-01-13,5869,Vehicle Theft,Unknown,Minor Damage,VA,Springfield,7240 5th Ridge,6,Morning,1,Unknown,1,2,NO,Police,8640.0,1440.0,720.0,6480,250,500,Accura,TL,2008,0,N
788502,29.0,2014-08-31,Ohio,250/500,500.0,1380.89,0,False,11622.49,8,MALE,PhD,armed-forces,dancing,Medium Risk,own-child,101,Established Client,30000.0,-53000,620197,Young Adult,2015-02-28,181,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,8100 3rd Ave,0,Late Night,3,Unknown,2,1,Unknown,Ambulance,67210.0,12220.0,12220.0,42770,250,500,BMW,X6,1996,0,N
627486,37.0,2005-11-10,Indiana,500/1000,500.0,1010.77,0,False,12887.32,13,MALE,High School,transport-moving,basketball,Medium Risk,unmarried,153,Long-Term Client,52300.0,-55600,438215,Middle Aged,2015-01-16,3354,Multi-vehicle Collision,Side Collision,Total Loss,NC,Arlington,3282 4th Lane,5,Late Night,3,Unknown,0,3,NO,Ambulance,42500.0,4250.0,4250.0,34000,500,1000,Volkswagen,Jetta,1999,0,N
498842,53.0,2000-05-04,Ohio,100/300,500.0,1205.86,0,False,33864.57,28,MALE,Associate,armed-forces,basketball,Medium Risk,wife,337,Long-Term Client,0.0,-34600,444583,Middle Aged,2015-02-01,5386,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,3227 Maple Ave,8,Morning,1,YES,0,1,NO,Fire,86400.0,14400.0,7200.0,64800,100,300,Accura,RSX,2001,0,N
550294,51.0,2001-11-26,Illinois,500/1000,1000.0,1526.61,0,False,45798.3,30,MALE,Masters,handlers-cleaners,chess,Low Risk,not-in-family,360,Long-Term Client,0.0,-32900,471866,Middle Aged,2015-01-30,4813,Vehicle Theft,Unknown,Minor Damage,SC,Hillsdale,4264 Lincoln Ridge,5,Late Night,1,YES,2,2,Unknown,Police,4620.0,840.0,840.0,2940,500,1000,Dodge,RAM,2009,1,Y
328387,53.0,2014-05-06,Illinois,100/300,1000.0,1496.44,0,False,53373.03,36,FEMALE,High School,tech-support,camping,Low Risk,unmarried,428,Long-Term Client,0.0,0,616884,Middle Aged,2015-02-16,286,Parked Car,Unknown,Trivial Damage,NC,Springfield,2215 Best Ave,9,Morning,1,YES,2,2,NO,Police,6930.0,630.0,1260.0,5040,100,300,Honda,CRV,2013,0,N
540152,40.0,1991-01-27,Illinois,100/300,500.0,1256.2,0,False,21355.4,17,FEMALE,JD,sales,hiking,Low Risk,not-in-family,204,Long-Term Client,0.0,0,448310,Middle Aged,2015-01-07,8746,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,5363 Weaver Lane,10,Morning,3,YES,1,2,YES,Other,41700.0,8340.0,6750.0,25020,100,300,Saab,95,2013,0,N
385932,51.0,1992-04-28,Illinois,100/300,500.0,1268.35,0,False,38473.28,30,MALE,Masters,transport-moving,board-games,Low Risk,wife,364,Long-Term Client,0.0,0,478902,Middle Aged,2015-01-10,8292,Single Vehicle Collision,Rear Collision,Major Damage,NY,Northbrook,2397 Cherokee Ave,16,Afternoon,1,YES,2,1,NO,Other,77330.0,14060.0,14060.0,49210,100,300,Volkswagen,Jetta,2014,1,Y
618682,35.0,2000-03-04,Indiana,500/1000,2000.0,1421.59,0,False,21916.18,15,MALE,College,other-service,sleeping,Low Risk,own-child,185,Long-Term Client,0.0,0,442695,Middle Aged,2015-01-31,5446,Vehicle Theft,Unknown,Trivial Damage,WV,Arlington,9794 Embaracadero St,8,Morning,1,Unknown,2,3,YES,Police,4950.0,900.0,450.0,3600,500,1000,Ford,F150,2011,0,N
550930,26.0,1995-10-12,Illinois,500/1000,500.0,1500.04,6000000,True,7875.21,5,MALE,PhD,craft-repair,polo,Medium Risk,own-child,63,Established Client,0.0,-36500,613826,Young Adult,2015-02-13,7064,Vehicle Theft,Unknown,Minor Damage,NC,Northbrook,1810 Elm Hwy,5,Late Night,1,NO,0,2,YES,Police,5160.0,860.0,860.0,3440,500,1000,Accura,TL,2004,0,N
998192,35.0,2014-04-25,Illinois,100/300,500.0,1433.24,0,False,25081.7,18,FEMALE,College,exec-managerial,yachting,Low Risk,not-in-family,210,Long-Term Client,0.0,-19500,476203,Middle Aged,2015-02-22,303,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,9603 Texas Lane,11,Morning,3,NO,2,1,Unknown,Fire,24570.0,2730.0,2730.0,19110,100,300,Saab,95,2006,1,Y
663938,38.0,2011-01-26,Indiana,100/300,2000.0,1231.25,0,False,19905.21,16,FEMALE,PhD,craft-repair,movies,Low Risk,not-in-family,194,Long-Term Client,46500.0,0,604333,Middle Aged,2015-01-08,1443,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,5650 Sky Drive,15,Afternoon,3,Unknown,1,0,Unknown,Ambulance,53680.0,4880.0,9760.0,39040,100,300,Toyota,Camry,2011,0,N
756870,49.0,1996-01-26,Indiana,500/1000,500.0,1135.43,0,False,27818.04,24,MALE,Masters,farming-fishing,bungie-jumping,High Risk,own-child,294,Long-Term Client,22700.0,0,442604,Middle Aged,2015-02-04,6949,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,9633 MLK Lane,23,Evening,3,YES,1,1,YES,Police,42900.0,3900.0,3900.0,35100,500,1000,Chevrolet,Malibu,2010,0,N
337158,41.0,1991-04-08,Ohio,250/500,2000.0,945.73,5000000,True,21436.55,23,MALE,MD,protective-serv,chess,Low Risk,wife,272,Long-Term Client,38600.0,-42800,435663,Middle Aged,2015-02-04,8703,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,4981 Flute Hwy,23,Evening,1,NO,0,0,NO,Fire,84100.0,16820.0,8410.0,58870,250,500,Ford,Escape,2009,1,Y
919875,27.0,2002-06-29,Indiana,100/300,2000.0,1118.76,0,False,2517.21,2,FEMALE,College,adm-clerical,dancing,Medium Risk,own-child,27,Established Client,0.0,-55800,470866,Young Adult,2015-02-26,4625,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbrook,9078 Francis Ridge,23,Evening,1,Unknown,1,3,Unknown,Fire,61560.0,6840.0,6840.0,47880,100,300,Ford,Fusion,2008,0,N
315631,39.0,1999-04-09,Indiana,500/1000,2000.0,1231.98,0,False,25768.92,21,FEMALE,Associate,other-service,hiking,Low Risk,not-in-family,251,Long-Term Client,0.0,-31700,612908,Middle Aged,2015-01-08,5753,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,1381 Francis Ave,10,Morning,1,YES,0,0,Unknown,Police,44240.0,5530.0,5530.0,33180,500,1000,Dodge,RAM,1997,0,N
113464,33.0,2009-04-19,Indiana,500/1000,2000.0,1005.47,0,False,15082.05,15,FEMALE,JD,protective-serv,hiking,Low Risk,own-child,180,Long-Term Client,58100.0,-49000,441871,Middle Aged,2015-02-15,2128,Multi-vehicle Collision,Rear Collision,Minor Damage,VA,Columbus,6435 Texas Ave,12,Afternoon,4,Unknown,2,3,YES,Ambulance,57700.0,11540.0,5770.0,40390,500,1000,Jeep,Grand Cherokee,2002,0,N
556415,50.0,1991-08-22,Ohio,100/300,2000.0,1108.97,0,False,36226.35,33,FEMALE,PhD,exec-managerial,exercise,Medium Risk,not-in-family,392,Long-Term Client,68400.0,-66800,431496,Middle Aged,2015-01-14,8546,Single Vehicle Collision,Side Collision,Minor Damage,WV,Springfield,1248 MLK Ridge,4,Late Night,1,NO,2,2,YES,Other,108030.0,16620.0,16620.0,74790,100,300,Saab,92x,2002,0,N
250249,30.0,1991-11-28,Indiana,100/300,500.0,1392.39,5000000,True,16592.65,12,FEMALE,High School,exec-managerial,dancing,Medium Risk,unmarried,143,Established Client,0.0,-65700,436499,Young Adult,2015-01-12,8446,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,3323 1st Lane,16,Afternoon,1,NO,2,0,YES,Fire,54300.0,10860.0,5430.0,38010,100,300,Toyota,Highlander,2010,0,N
403776,54.0,2012-04-27,Indiana,100/300,2000.0,1317.97,0,False,40747.24,31,MALE,High School,craft-repair,movies,Low Risk,wife,371,Long-Term Client,34700.0,-81000,469853,Middle Aged,2015-01-18,996,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,6971 Best Ridge,18,Evening,3,Unknown,1,2,Unknown,Ambulance,32280.0,5380.0,5380.0,21520,100,300,Ford,Fusion,2010,1,Y
396002,42.0,2007-03-04,Indiana,250/500,1000.0,1588.22,0,False,38646.69,24,MALE,JD,machine-op-inspct,camping,Low Risk,other-relative,292,Long-Term Client,0.0,-53800,605369,Middle Aged,2015-01-15,2874,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Riverwood,7488 Lincoln Lane,15,Afternoon,3,YES,1,1,NO,Other,84600.0,16920.0,8460.0,59220,250,500,Chevrolet,Malibu,2007,0,N
976908,35.0,2012-12-31,Illinois,250/500,500.0,900.02,6000000,True,12375.28,14,MALE,College,craft-repair,camping,Low Risk,own-child,165,Long-Term Client,0.0,-49900,448466,Middle Aged,2015-02-24,785,Single Vehicle Collision,Front Collision,Total Loss,SC,Springfield,9007 Francis Hwy,8,Morning,1,NO,1,3,YES,Other,69700.0,6970.0,6970.0,55760,250,500,BMW,3 Series,2008,0,N
509489,33.0,2013-12-21,Ohio,100/300,1000.0,1744.64,3000000,True,22971.09,13,MALE,JD,prof-specialty,movies,Low Risk,unmarried,158,Long-Term Client,0.0,0,432786,Middle Aged,2015-02-07,413,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,1491 Francis Ridge,4,Late Night,3,NO,0,1,NO,Ambulance,36400.0,3640.0,7280.0,25480,100,300,Volkswagen,Jetta,1998,0,N
485295,39.0,2005-04-28,Ohio,250/500,1000.0,1260.56,0,False,25316.25,20,FEMALE,JD,adm-clerical,paintball,High Risk,own-child,241,Long-Term Client,0.0,-54900,473591,Middle Aged,2015-02-22,3587,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,3659 Oak Lane,20,Evening,3,NO,0,2,YES,Police,37520.0,4690.0,4690.0,28140,250,500,Jeep,Wrangler,2010,0,N
361829,33.0,1994-09-17,Ohio,500/1000,2000.0,1021.14,0,False,8764.78,9,FEMALE,Masters,other-service,paintball,High Risk,wife,103,Established Client,69500.0,-47700,618418,Middle Aged,2015-01-19,7429,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,4176 Britain Hwy,1,Late Night,3,NO,2,3,Unknown,Ambulance,79090.0,14380.0,14380.0,50330,500,1000,Dodge,RAM,2014,0,N
603632,54.0,2003-08-16,Ohio,250/500,2000.0,1285.09,0,False,43050.51,34,MALE,JD,farming-fishing,board-games,Low Risk,not-in-family,402,Long-Term Client,48000.0,-79600,444558,Middle Aged,2015-02-28,4214,Single Vehicle Collision,Rear Collision,Major Damage,NY,Springfield,5189 Francis Drive,19,Evening,1,NO,0,2,YES,Other,67770.0,7530.0,15060.0,45180,250,500,Mercedes,ML350,2013,1,Y
783494,32.0,2014-09-02,Ohio,100/300,500.0,1537.07,3000000,True,13065.1,8,MALE,JD,tech-support,chess,Low Risk,wife,102,Established Client,0.0,0,457733,Middle Aged,2015-02-04,155,Single Vehicle Collision,Side Collision,Total Loss,OH,Northbend,6515 Oak Lane,11,Morning,1,NO,1,0,NO,Other,47400.0,9480.0,4740.0,33180,100,300,Chevrolet,Silverado,2004,1,Y
439049,40.0,2011-12-12,Indiana,100/300,1000.0,1022.42,0,False,15506.7,15,MALE,PhD,other-service,skydiving,High Risk,husband,182,Long-Term Client,50000.0,-56900,466161,Middle Aged,2015-02-17,1163,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,7168 Andromedia Ridge,13,Afternoon,1,YES,0,2,Unknown,Other,71100.0,7110.0,14220.0,49770,100,300,Audi,A3,2008,0,N
502634,46.0,1991-08-17,Ohio,100/300,2000.0,1558.86,0,False,36633.21,24,MALE,MD,other-service,dancing,Medium Risk,wife,282,Long-Term Client,51100.0,-75100,450800,Middle Aged,2015-02-17,8585,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,7954 Tree Ridge,2,Late Night,1,Unknown,2,2,NO,Police,69400.0,13880.0,6940.0,48580,100,300,BMW,M5,2012,0,N
378588,39.0,2004-02-29,Ohio,500/1000,500.0,1757.87,0,False,32520.59,18,MALE,High School,transport-moving,board-games,Low Risk,not-in-family,222,Long-Term Client,71400.0,0,458993,Middle Aged,2015-01-17,3975,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,1956 Apache St,9,Morning,3,YES,2,1,Unknown,Other,55000.0,5000.0,10000.0,40000,500,1000,Saab,93,1996,1,Y
794731,52.0,2015-02-22,Indiana,250/500,1000.0,973.5,0,False,33666.88,35,MALE,PhD,machine-op-inspct,polo,Medium Risk,not-in-family,415,Long-Term Client,50400.0,0,468634,Middle Aged,2015-02-02,-20,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Arlington,9918 Andromedia Drive,15,Afternoon,2,YES,1,3,YES,Police,51090.0,7860.0,7860.0,35370,250,500,Toyota,Highlander,2003,0,N
641934,34.0,2013-12-25,Ohio,500/1000,500.0,1430.8,0,False,6080.9,4,MALE,PhD,machine-op-inspct,camping,Low Risk,unmarried,51,Established Client,0.0,0,461264,Middle Aged,2015-02-12,414,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,5499 Flute Ridge,23,Evening,1,Unknown,2,3,NO,Fire,64200.0,6420.0,19260.0,38520,500,1000,Honda,Civic,2007,1,Y
113516,45.0,1990-10-13,Illinois,500/1000,500.0,1192.27,0,False,25335.74,21,MALE,High School,sales,base-jumping,High Risk,own-child,255,Long-Term Client,0.0,-40200,600184,Middle Aged,2015-01-04,8849,Single Vehicle Collision,Front Collision,Total Loss,NC,Riverwood,3311 2nd Drive,16,Afternoon,1,NO,2,0,YES,Other,67320.0,12240.0,12240.0,42840,500,1000,Ford,Fusion,2006,0,N
425631,31.0,2014-07-05,Illinois,250/500,500.0,1163.83,0,False,13868.97,12,MALE,Associate,protective-serv,movies,Low Risk,husband,143,Established Client,37700.0,0,604874,Middle Aged,2015-02-21,231,Multi-vehicle Collision,Side Collision,Major Damage,NC,Arlington,7609 Rock St,21,Evening,4,YES,2,0,Unknown,Other,76120.0,6920.0,13840.0,55360,250,500,Audi,A5,1999,0,N
542245,28.0,1991-11-25,Ohio,500/1000,1000.0,1003.15,0,False,10867.46,11,FEMALE,JD,farming-fishing,movies,Low Risk,other-relative,130,Established Client,0.0,-38500,462377,Young Adult,2015-01-23,8460,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,4652 Flute Drive,21,Evening,2,YES,2,1,NO,Ambulance,85020.0,13080.0,13080.0,58860,500,1000,Ford,Fusion,2010,0,N
512894,41.0,1990-10-02,Ohio,250/500,2000.0,1153.54,6000000,True,23263.06,20,MALE,Masters,protective-serv,polo,Medium Risk,unmarried,242,Long-Term Client,0.0,-57000,619657,Middle Aged,2015-02-12,8899,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,6853 Sky Hwy,3,Late Night,3,NO,0,1,Unknown,Fire,68090.0,12380.0,12380.0,43330,250,500,Toyota,Corolla,2009,0,N
633090,27.0,2009-02-17,Illinois,100/300,1000.0,1631.1,0,False,13048.8,8,FEMALE,High School,priv-house-serv,exercise,Medium Risk,wife,96,Established Client,0.0,0,437323,Young Adult,2015-01-23,2166,Parked Car,Unknown,Trivial Damage,WV,Arlington,7780 Flute Lane,4,Late Night,1,Unknown,1,2,NO,Police,6030.0,670.0,670.0,4690,100,300,Nissan,Pathfinder,2007,0,N
464234,35.0,2005-07-17,Illinois,500/1000,1000.0,1252.48,0,False,18787.2,15,MALE,MD,machine-op-inspct,yachting,Low Risk,wife,180,Long-Term Client,0.0,-55800,432148,Middle Aged,2015-02-10,3495,Vehicle Theft,Unknown,Minor Damage,OH,Springfield,1687 3rd Lane,17,Afternoon,1,Unknown,1,3,NO,None,5100.0,1020.0,510.0,3570,500,1000,Chevrolet,Malibu,2000,0,N
290162,30.0,1994-03-12,Indiana,100/300,1000.0,1677.26,0,False,20965.75,12,MALE,College,sales,yachting,Low Risk,own-child,150,Established Client,40100.0,0,439690,Young Adult,2015-01-10,7609,Vehicle Theft,Unknown,Trivial Damage,WV,Springfield,6378 Britain Ave,7,Morning,1,YES,1,3,YES,Police,4590.0,510.0,510.0,3570,100,300,Volkswagen,Jetta,2013,0,N
638155,59.0,1994-08-03,Illinois,250/500,1000.0,979.73,0,False,37801.25,39,FEMALE,JD,exec-managerial,yachting,Low Risk,not-in-family,463,Long-Term Client,51700.0,0,601848,Elderly,2015-02-12,7498,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,1306 Andromedia St,14,Afternoon,2,Unknown,1,2,NO,Other,72400.0,7240.0,14480.0,50680,250,500,Chevrolet,Tahoe,1999,1,Y
911429,64.0,2012-08-25,Indiana,250/500,500.0,989.24,0,False,38910.11,39,MALE,Masters,other-service,skydiving,High Risk,not-in-family,472,Long-Term Client,0.0,0,615821,Elderly,2015-02-21,910,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,3664 Francis Ridge,13,Afternoon,1,NO,2,3,NO,Fire,70900.0,14180.0,7090.0,49630,250,500,Mercedes,ML350,2002,0,N
106186,25.0,2011-12-02,Illinois,500/1000,1000.0,1389.86,0,False,8686.62,6,FEMALE,Associate,priv-house-serv,hiking,Low Risk,husband,75,Established Client,0.0,0,472475,Young Adult,2015-01-18,1143,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,5985 Lincoln Lane,23,Evening,2,Unknown,2,3,YES,Other,65100.0,6510.0,6510.0,52080,500,1000,Saab,93,2011,0,N
311783,40.0,2005-02-25,Ohio,100/300,500.0,1233.85,0,False,19844.42,16,FEMALE,College,handlers-cleaners,chess,Low Risk,husband,193,Long-Term Client,0.0,0,457463,Middle Aged,2015-02-28,3655,Multi-vehicle Collision,Side Collision,Total Loss,PA,Hillsdale,3706 4th Hwy,23,Evening,3,Unknown,2,1,YES,Ambulance,64260.0,0.0,14280.0,49980,100,300,Ford,Escape,1999,0,N
528385,43.0,1997-11-07,Illinois,500/1000,500.0,1320.39,0,False,4731.4,4,FEMALE,Associate,armed-forces,yachting,Low Risk,not-in-family,43,Established Client,0.0,0,604861,Middle Aged,2015-01-19,6282,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,6603 Francis Hwy,16,Afternoon,1,Unknown,2,1,Unknown,Ambulance,79970.0,7270.0,21810.0,50890,500,1000,Honda,CRV,1996,1,Y
